YEAR,STATION_TYPE,STATION_ID,SAMPLE_ID,STATION_DEPTH_m,TOW_DIST_m,SP_CODE,SP_NAME,ABUNDANCE
1999,OpenWater,RO99313,19995712,2,500,A220,Chloroscombrus chrysurus,1
1999,OpenWater,RO99321,19996032,2,500,A220,Chloroscombrus chrysurus,2
1999,OpenWater,RO99321,19996033,2,500,A220,Chloroscombrus chrysurus,2
1999,OpenWater,RO99325,19995393,6,500,A220,Chloroscombrus chrysurus,4
1999,TidalCreek,RT99038,19996092,2,250,A220,Chloroscombrus chrysurus,2
2000,OpenWater,RO00016,20006573,1.5,500,A220,Chloroscombrus chrysurus,1
2000,OpenWater,RO00016,20006575,4,500,A220,Chloroscombrus chrysurus,1
2000,OpenWater,RO00019,20006895,6.1,500,A220,Chloroscombrus chrysurus,2
2000,OpenWater,RO00033,20006655,0.9,500,A220,Chloroscombrus chrysurus,1
2000,TidalCreek,RT00521,20006613,2.1,250,A220,Chloroscombrus chrysurus,1
2000,TidalCreek,RT00521,20006615,2.4,250,A220,Chloroscombrus chrysurus,1
2001,OpenWater,RO01122,20017533,2.1,500,A220,Chloroscombrus chrysurus,1
2001,OpenWater,RO01131,20017793,1.5,500,A220,Chloroscombrus chrysurus,27
2001,OpenWater,RO01131,20017794,1.8,500,A220,Chloroscombrus chrysurus,36
2001,OpenWater,RO01144,20017873,2.4,500,A220,Chloroscombrus chrysurus,1
2001,OpenWater,RO01148,20017713,2.7,500,A220,Chloroscombrus chrysurus,1
2001,OpenWater,RO01148,20017714,2.7,500,A220,Chloroscombrus chrysurus,1
2001,TidalCreek,RT01647,20017894,1,250,A220,Chloroscombrus chrysurus,1
2001,TidalCreek,RT01664,20017733,4.6,250,A220,Chloroscombrus chrysurus,1
2001,TidalCreek,RT01664,20017734,4,250,A220,Chloroscombrus chrysurus,1
2002,OpenWater,RO026002,20027973,3,500,A220,Chloroscombrus chrysurus,9
2002,OpenWater,RO026006,20028152,4.6,500,A220,Chloroscombrus chrysurus,3
2002,OpenWater,RO026006,20028153,3.7,500,A220,Chloroscombrus chrysurus,1
2002,OpenWater,RO026020,20027952,6,500,A220,Chloroscombrus chrysurus,1
2002,TidalCreek,RT022008,20027752,2.1,250,A220,Chloroscombrus chrysurus,1
2002,TidalCreek,RT022019,20027252,2.4,250,A220,Chloroscombrus chrysurus,1
2003,OpenWater,RO036036,20038110,3,500,A220,Chloroscombrus chrysurus,7
2003,OpenWater,RO036036,20038111,3.7,500,A220,Chloroscombrus chrysurus,5
2003,OpenWater,RO036056,20038470,5.5,500,A220,Chloroscombrus chrysurus,1
2003,OpenWater,RO036152,20038570,4.9,500,A220,Chloroscombrus chrysurus,6
2003,OpenWater,RO036152,20038571,6.7,500,A220,Chloroscombrus chrysurus,3
2003,TidalCreek,RT032055,20038871,2.1,280,A220,Chloroscombrus chrysurus,1
2004,OpenWater,RO046066,20048110,4.6,500,A220,Chloroscombrus chrysurus,11
2004,OpenWater,RO046068,20048150,1.8,500,A220,Chloroscombrus chrysurus,4
2004,OpenWater,RO046068,20048151,1.8,500,A220,Chloroscombrus chrysurus,2
2004,OpenWater,RO046073,20048250,1.8,500,A220,Chloroscombrus chrysurus,1
2004,OpenWater,RO046078,20048350,3.4,500,A220,Chloroscombrus chrysurus,1
2004,OpenWater,RO046078,20048351,3.4,500,A220,Chloroscombrus chrysurus,2
2004,TidalCreek,RT042082,20048970,1.2,250,A220,Chloroscombrus chrysurus,1
2004,TidalCreek,RT042083,20048991,1.2,250,A220,Chloroscombrus chrysurus,9
2005,OpenWater,RO056093,20058050,1.6,500,A220,Chloroscombrus chrysurus,2
2005,OpenWater,RO056107,20058331,3.7,500,A220,Chloroscombrus chrysurus,1
2006,OpenWater,RO06318,20068310,1.8,500,A220,Chloroscombrus chrysurus,3
2006,OpenWater,RO06318,20068311,1.2,500,A220,Chloroscombrus chrysurus,9
2006,OpenWater,RO06321,20068371,2.7,500,A220,Chloroscombrus chrysurus,2
2006,TidalCreek,RT06031,20068891,1.2,250,A220,Chloroscombrus chrysurus,1
2007,OpenWater,RO07329,20079030,7,500,A220,Chloroscombrus chrysurus,2
2007,OpenWater,RO07329,20079031,6.1,500,A220,Chloroscombrus chrysurus,2
2007,OpenWater,RO07340,20079250,3.5,500,A220,Chloroscombrus chrysurus,1
2007,OpenWater,RO07341,20079270,0.9,500,A220,Chloroscombrus chrysurus,1
2007,TidalCreek,RT07057,20079510,2.1,250,A220,Chloroscombrus chrysurus,1
2007,TidalCreek,RT07057,20079511,1.8,250,A220,Chloroscombrus chrysurus,3
2008,OpenWater,RO08350,20088431,,500,A220,Chloroscombrus chrysurus,3
2008,OpenWater,RO08356,20088551,3.4,500,A220,Chloroscombrus chrysurus,1
2008,OpenWater,RO08357,20088571,4.9,500,A220,Chloroscombrus chrysurus,9
2008,TidalCreek,RT08088,20088890,3.7,250,A220,Chloroscombrus chrysurus,5
2009,OpenWater,RO09366,20098430,10.1,500,A220,Chloroscombrus chrysurus,1
2010,OpenWater,RO10377,20108349,3,500,A220,Chloroscombrus chrysurus,2
2010,OpenWater,RO10378,20108368,2.1,500,A220,Chloroscombrus chrysurus,2
2010,OpenWater,RO10378,20108369,2.3,500,A220,Chloroscombrus chrysurus,1
2010,OpenWater,RO10382,20108429,4.3,500,A220,Chloroscombrus chrysurus,1
2010,OpenWater,RO10391,20108569,3.7,500,A220,Chloroscombrus chrysurus,1
2010,OpenWater,RO10392,20108589,4.2,500,A220,Chloroscombrus chrysurus,1
2011,OpenWater,RO11301,20118309,3,500,A220,Chloroscombrus chrysurus,33
2011,OpenWater,RO11301,20118310,2.1,500,A220,Chloroscombrus chrysurus,11
2011,OpenWater,RO11312,20118530,1.5,500,A220,Chloroscombrus chrysurus,13
2013,OpenWater,RO13336,20138089,5.2,500,A220,Chloroscombrus chrysurus,1
2013,OpenWater,RO13345,20138269,1.5,500,A220,Chloroscombrus chrysurus,7
1999,OpenWater,RO99304,19995412,2.5,500,A405,Citharichthys macrops,1
2000,TidalCreek,RT00544,20006553,2.7,250,A405,Citharichthys macrops,1
2000,TidalCreek,RT00557,20006393,0.9,250,A405,Citharichthys macrops,2
2002,OpenWater,RO026010,20027592,5.5,500,A405,Citharichthys macrops,1
2016,TidalCreek,RT16121,20168350,4,250,A405,Citharichthys macrops,1
1999,OpenWater,RO99322,19995033,2.8,500,B270,Citharichthys sp.,1
1999,OpenWater,RO99324,19995453,5,500,B270,Citharichthys sp.,1
1999,OpenWater,RO99327,19995113,2,500,B270,Citharichthys sp.,1
1999,TidalCreek,RT99009,19995933,2,250,B270,Citharichthys sp.,1
2002,TidalCreek,RT022019,20027252,2.4,250,B270,Citharichthys sp.,1
2002,TidalCreek,RT022160,20027932,1.8,250,B270,Citharichthys sp.,1
1999,OpenWater,RO99312,19995152,6,500,A406,Citharichthys spilopterus,1
1999,TidalCreek,RT99004,19996273,1.3,250,A406,Citharichthys spilopterus,1
2000,OpenWater,RO00006,20007033,4.9,500,A406,Citharichthys spilopterus,1
2000,OpenWater,RO00017,20006255,5.5,500,A406,Citharichthys spilopterus,1
2000,TidalCreek,RT00518,20006773,1.2,250,A406,Citharichthys spilopterus,1
2000,TidalCreek,RT00547,20006793,1.5,250,A406,Citharichthys spilopterus,3
2000,TidalCreek,RT00547,20006795,1.5,250,A406,Citharichthys spilopterus,1
2000,TidalCreek,RT00548,20006235,1.2,250,A406,Citharichthys spilopterus,2
2000,TidalCreek,RT00550,20007215,1.2,250,A406,Citharichthys spilopterus,1
2000,TidalCreek,RT00558,20006635,2.1,250,A406,Citharichthys spilopterus,1
2001,OpenWater,RO01129,20017033,7.6,500,A406,Citharichthys spilopterus,1
2001,OpenWater,RO01165,20017214,5.2,500,A406,Citharichthys spilopterus,1
2001,TidalCreek,RT01606,20017493,3,250,A406,Citharichthys spilopterus,1
2001,TidalCreek,RT01606,20017494,2.1,250,A406,Citharichthys spilopterus,1
2001,TidalCreek,RT01647,20017893,1,250,A406,Citharichthys spilopterus,1
2001,TidalCreek,RT01649,20017913,3,250,A406,Citharichthys spilopterus,1
2002,OpenWater,RO026008,20027532,2.7,500,A406,Citharichthys spilopterus,2
2002,TidalCreek,RT022008,20027752,2.1,250,A406,Citharichthys spilopterus,1
2002,TidalCreek,RT022019,20027253,3,250,A406,Citharichthys spilopterus,1
2002,TidalCreek,RT022027,20027053,2.7,250,A406,Citharichthys spilopterus,1
2002,TidalCreek,RT022164,20028072,1.5,250,A406,Citharichthys spilopterus,5
2002,TidalCreek,RT022164,20028073,2.7,250,A406,Citharichthys spilopterus,5
2003,OpenWater,RO036035,20038090,3,500,A406,Citharichthys spilopterus,1
2003,OpenWater,RO036050,20038371,3.4,500,A406,Citharichthys spilopterus,1
2003,TidalCreek,RT032043,20038751,1.5,250,A406,Citharichthys spilopterus,1
2003,TidalCreek,RT032172,20038951,3,250,A406,Citharichthys spilopterus,1
2004,OpenWater,RO046066,20048110,4.6,500,A406,Citharichthys spilopterus,1
2004,TidalCreek,RT042072,20048771,1.8,250,A406,Citharichthys spilopterus,1
2004,TidalCreek,RT042083,20048991,1.2,250,A406,Citharichthys spilopterus,1
2004,TidalCreek,RT042084,20049011,2.7,250,A406,Citharichthys spilopterus,1
2004,TidalCreek,RT042087,20049051,2.4,250,A406,Citharichthys spilopterus,1
2005,OpenWater,RO056103,20058250,5.8,500,A406,Citharichthys spilopterus,1
2005,OpenWater,RO056107,20058331,3.7,500,A406,Citharichthys spilopterus,1
2005,OpenWater,RO056114,20058470,6.4,500,A406,Citharichthys spilopterus,2
2005,TidalCreek,RT052094,20058530,4.3,250,A406,Citharichthys spilopterus,1
2005,TidalCreek,RT052095,20058550,4.3,250,A406,Citharichthys spilopterus,1
2005,TidalCreek,RT052096,20058570,1.2,230,A406,Citharichthys spilopterus,1
2005,TidalCreek,RT052099,20058630,1.8,250,A406,Citharichthys spilopterus,1
2005,TidalCreek,RT052099,20058631,1.8,250,A406,Citharichthys spilopterus,1
2006,OpenWater,RO06308,20068131,13.4,500,A406,Citharichthys spilopterus,1
2006,OpenWater,RO06317,20068291,5.5,500,A406,Citharichthys spilopterus,1
2006,OpenWater,RO06323,20068411,1.2,500,A406,Citharichthys spilopterus,1
2006,TidalCreek,RT06036,20068970,1.8,250,A406,Citharichthys spilopterus,1
2007,TidalCreek,RT07038,20079311,1.8,250,A406,Citharichthys spilopterus,1
2007,TidalCreek,RT07057,20079510,2.1,250,A406,Citharichthys spilopterus,2
2008,OpenWater,RO08356,20088551,3.4,500,A406,Citharichthys spilopterus,1
2009,TidalCreek,RT09094,20098669,1.2,250,A406,Citharichthys spilopterus,2
2010,OpenWater,RO10387,20108489,3.7,500,A406,Citharichthys spilopterus,1
2010,TidalCreek,RT10115,20108608,2.4,250,A406,Citharichthys spilopterus,2
2010,TidalCreek,RT10121,20108668,2.1,250,A406,Citharichthys spilopterus,1
2010,TidalCreek,RT10121,20108669,1.8,250,A406,Citharichthys spilopterus,1
2011,OpenWater,RO11308,20118449,13,500,A406,Citharichthys spilopterus,1
2011,OpenWater,RO11308,20118450,6.1,500,A406,Citharichthys spilopterus,4
2011,TidalCreek,RT11009,20118750,4,250,A406,Citharichthys spilopterus,1
2012,TidalCreek,RT12020,20128309,2.4,250,A406,Citharichthys spilopterus,3
2012,TidalCreek,RT12021,20128329,1.8,250,A406,Citharichthys spilopterus,9
2012,TidalCreek,RT12023,20128349,1.2,250,A406,Citharichthys spilopterus,1
2012,TidalCreek,RT12023,20128350,1.2,250,A406,Citharichthys spilopterus,1
2012,TidalCreek,RT12025,20128389,1.2,250,A406,Citharichthys spilopterus,1
2012,TidalCreek,RT12025,20128390,1.5,250,A406,Citharichthys spilopterus,1
2012,TidalCreek,RT12032,20128489,2.4,250,A406,Citharichthys spilopterus,1
2012,TidalCreek,RT12034,20128530,1.8,250,A406,Citharichthys spilopterus,1
2013,OpenWater,RO13332,20138010,9.1,500,A406,Citharichthys spilopterus,1
2013,OpenWater,RO13341,20138190,4.6,500,A406,Citharichthys spilopterus,1
2013,TidalCreek,RT13053,20138430,4.3,250,A406,Citharichthys spilopterus,2
2013,TidalCreek,RT13057,20138509,1.8,250,A406,Citharichthys spilopterus,1
2015,OpenWater,RO15374,20158209,2.7,500,A406,Citharichthys spilopterus,1
2015,TidalCreek,RT15101,20158450,4.6,250,A406,Citharichthys spilopterus,1
2015,TidalCreek,RT15105,20158529,1,250,A406,Citharichthys spilopterus,1
2016,OpenWater,RO16393,20168269,4,500,A406,Citharichthys spilopterus,1
2016,TidalCreek,RT16137,20168549,2.4,250,A406,Citharichthys spilopterus,3
2017,OpenWater,RO17409,20178270,3,500,A406,Citharichthys spilopterus,1
2017,TidalCreek,RT17151,20178469,0.9,220,A406,Citharichthys spilopterus,1
2018,OpenWater,RO18412,20188050,6.1,500,A406,Citharichthys spilopterus,1
2018,OpenWater,RO18422,20188230,4.9,500,A406,Citharichthys spilopterus,2
2018,TidalCreek,RT18179,20188449,1.5,250,A406,Citharichthys spilopterus,1
2018,TidalCreek,RT18188,20188549,4.6,250,A406,Citharichthys spilopterus,1
1999,OpenWater,RO99324,19995452,5,500,A276,Cynoscion nebulosus,1
2000,TidalCreek,RT00518,20006773,1.2,250,A276,Cynoscion nebulosus,2
2000,TidalCreek,RT00547,20006793,1.5,250,A276,Cynoscion nebulosus,1
2002,TidalCreek,RT022021,20027213,2.7,250,A276,Cynoscion nebulosus,1
2002,TidalCreek,RT022165,20027472,2.1,250,A276,Cynoscion nebulosus,1
2002,TidalCreek,RT022165,20027473,2.1,250,A276,Cynoscion nebulosus,1
2003,TidalCreek,RT032177,20039031,3.7,250,A276,Cynoscion nebulosus,1
2004,TidalCreek,RT042077,20048870,3,250,A276,Cynoscion nebulosus,2
2007,TidalCreek,RT07048,20079410,4,250,A276,Cynoscion nebulosus,1
2007,TidalCreek,RT07062,20079570,1.8,250,A276,Cynoscion nebulosus,1
2007,TidalCreek,RT07065,20079591,1.8,250,A276,Cynoscion nebulosus,1
2010,TidalCreek,RT10121,20108669,1.8,250,A276,Cynoscion nebulosus,1
2010,TidalCreek,RT10137,20108849,1.5,250,A276,Cynoscion nebulosus,1
2011,OpenWater,RO11305,20118390,13.4,500,A276,Cynoscion nebulosus,1
2011,TidalCreek,RT11016,20118870,1.8,250,A276,Cynoscion nebulosus,1
2012,TidalCreek,RT12021,20128329,1.8,250,A276,Cynoscion nebulosus,1
2012,TidalCreek,RT12025,20128389,1.2,250,A276,Cynoscion nebulosus,1
2017,TidalCreek,RT17140,20178309,1.5,250,A276,Cynoscion nebulosus,1
2018,TidalCreek,RT18175,20188389,1.5,250,A276,Cynoscion nebulosus,1
2000,OpenWater,RO00017,20006253,5.5,500,A277,Cynoscion nothus,4
2011,OpenWater,RO11302,20118330,10.7,500,A277,Cynoscion nothus,1
2011,TidalCreek,RT11013,20118829,3,250,A277,Cynoscion nothus,1
2011,TidalCreek,RT11013,20118830,5.8,250,A277,Cynoscion nothus,1
2016,OpenWater,RO16381,20168050,4.9,500,A277,Cynoscion nothus,1
2016,TidalCreek,RT16134,20168509,8.2,250,A277,Cynoscion nothus,3
2017,TidalCreek,RT17150,20178450,1.2,250,A277,Cynoscion nothus,1
1999,OpenWater,RO99303,19995852,1,500,A278,Cynoscion regalis,13
1999,OpenWater,RO99303,19995853,1,500,A278,Cynoscion regalis,5
1999,OpenWater,RO99307,19995233,2,500,A278,Cynoscion regalis,1
1999,OpenWater,RO99308,19995792,10,500,A278,Cynoscion regalis,4
1999,OpenWater,RO99308,19995793,10,500,A278,Cynoscion regalis,33
1999,OpenWater,RO99310,19995892,5,500,A278,Cynoscion regalis,1
1999,OpenWater,RO99310,19995893,5,500,A278,Cynoscion regalis,1
1999,OpenWater,RO99312,19995152,6,500,A278,Cynoscion regalis,7
1999,OpenWater,RO99312,19995153,6,500,A278,Cynoscion regalis,2
1999,OpenWater,RO99317,19995133,5.3,500,A278,Cynoscion regalis,2
1999,OpenWater,RO99318,19995773,4,500,A278,Cynoscion regalis,2
1999,OpenWater,RO99323,19995652,2,510,A278,Cynoscion regalis,1
1999,OpenWater,RO99326,19996253,2,500,A278,Cynoscion regalis,2
1999,OpenWater,RO99328,19995952,7,500,A278,Cynoscion regalis,11
1999,OpenWater,RO99328,19995953,7,500,A278,Cynoscion regalis,4
1999,TidalCreek,RT99003,19995292,4.5,250,A278,Cynoscion regalis,2
1999,TidalCreek,RT99003,19995293,4.5,250,A278,Cynoscion regalis,4
1999,TidalCreek,RT99004,19996272,1.3,250,A278,Cynoscion regalis,1
1999,TidalCreek,RT99004,19996273,1.3,250,A278,Cynoscion regalis,1
1999,TidalCreek,RT99008,19995312,2.8,250,A278,Cynoscion regalis,1
1999,TidalCreek,RT99009,19995932,2,250,A278,Cynoscion regalis,6
1999,TidalCreek,RT99009,19995933,2,250,A278,Cynoscion regalis,6
1999,TidalCreek,RT99013,19995332,3,250,A278,Cynoscion regalis,8
1999,TidalCreek,RT99013,19995333,3,250,A278,Cynoscion regalis,2
1999,TidalCreek,RT99026,19995192,2,250,A278,Cynoscion regalis,8
1999,TidalCreek,RT99026,19995193,2,250,A278,Cynoscion regalis,9
1999,TidalCreek,RT99036,19995212,2,250,A278,Cynoscion regalis,2
1999,TidalCreek,RT99040,19995873,4,250,A278,Cynoscion regalis,1
2000,OpenWater,RO00006,20007033,4.9,500,A278,Cynoscion regalis,4
2000,OpenWater,RO00006,20007035,5.8,500,A278,Cynoscion regalis,3
2000,OpenWater,RO00015,20007053,4.9,500,A278,Cynoscion regalis,8
2000,OpenWater,RO00015,20007055,4.6,500,A278,Cynoscion regalis,17
2000,OpenWater,RO00016,20006573,1.5,500,A278,Cynoscion regalis,3
2000,OpenWater,RO00016,20006575,4,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00017,20006253,5.5,500,A278,Cynoscion regalis,35
2000,OpenWater,RO00017,20006255,5.5,500,A278,Cynoscion regalis,11
2000,OpenWater,RO00018,20006273,7.9,500,A278,Cynoscion regalis,2
2000,OpenWater,RO00020,20007073,2.7,500,A278,Cynoscion regalis,7
2000,OpenWater,RO00020,20007075,2.7,500,A278,Cynoscion regalis,11
2000,OpenWater,RO00021,20007093,4,500,A278,Cynoscion regalis,10
2000,OpenWater,RO00021,20007095,4,500,A278,Cynoscion regalis,7
2000,OpenWater,RO00022,20006813,7,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00023,20006293,4,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00023,20006295,4.3,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00024,20006093,11.3,500,A278,Cynoscion regalis,9
2000,OpenWater,RO00024,20006095,11.3,500,A278,Cynoscion regalis,3
2000,OpenWater,RO00034,20007113,4.9,500,A278,Cynoscion regalis,13
2000,OpenWater,RO00034,20007115,4.9,500,A278,Cynoscion regalis,10
2000,OpenWater,RO00035,20006733,5.5,500,A278,Cynoscion regalis,4
2000,OpenWater,RO00035,20006735,3,500,A278,Cynoscion regalis,9
2000,OpenWater,RO00036,20006335,6.1,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00037,20006113,2.1,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00045,20006493,3,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00045,20006495,3,500,A278,Cynoscion regalis,6
2000,OpenWater,RO00046,20007153,7.9,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00047,20006133,8.2,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00056,20006433,7,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00056,20006435,7,500,A278,Cynoscion regalis,2
2000,OpenWater,RO00057,20007173,1.8,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00057,20007175,4,500,A278,Cynoscion regalis,1
2000,OpenWater,RO00058,20006353,5.8,500,A278,Cynoscion regalis,2
2000,OpenWater,RO00058,20006355,5.8,500,A278,Cynoscion regalis,8
2000,TidalCreek,RT00503,20006753,3,250,A278,Cynoscion regalis,3
2000,TidalCreek,RT00503,20006755,4,250,A278,Cynoscion regalis,1
2000,TidalCreek,RT00505,20006593,2.1,250,A278,Cynoscion regalis,1
2000,TidalCreek,RT00518,20006775,2.1,250,A278,Cynoscion regalis,1
2000,TidalCreek,RT00526,20006513,2.7,250,A278,Cynoscion regalis,1
2000,TidalCreek,RT00528,20006313,1,250,A278,Cynoscion regalis,1
2000,TidalCreek,RT00543,20006213,4.9,250,A278,Cynoscion regalis,1
2000,TidalCreek,RT00543,20006215,1.8,250,A278,Cynoscion regalis,4
2000,TidalCreek,RT00549,20006475,1.2,250,A278,Cynoscion regalis,2
2000,TidalCreek,RT00554,20006993,2.4,250,A278,Cynoscion regalis,5
2000,TidalCreek,RT00554,20006995,2.7,250,A278,Cynoscion regalis,5
2001,OpenWater,RO01113,20017174,7.9,500,A278,Cynoscion regalis,1
2001,OpenWater,RO01122,20017533,2.1,500,A278,Cynoscion regalis,9
2001,OpenWater,RO01122,20017534,2.1,500,A278,Cynoscion regalis,7
2001,OpenWater,RO01123,20017993,7.6,500,A278,Cynoscion regalis,5
2001,OpenWater,RO01123,20017994,7.6,500,A278,Cynoscion regalis,4
2001,OpenWater,RO01124,20018134,5.5,460,A278,Cynoscion regalis,3
2001,OpenWater,RO01129,20017033,7.6,500,A278,Cynoscion regalis,4
2001,OpenWater,RO01129,20017034,8.5,500,A278,Cynoscion regalis,17
2001,OpenWater,RO01130,20017373,3,500,A278,Cynoscion regalis,11
2001,OpenWater,RO01130,20017374,4,500,A278,Cynoscion regalis,3
2001,OpenWater,RO01132,20018033,5.2,500,A278,Cynoscion regalis,2
2001,OpenWater,RO01132,20018034,3.7,500,A278,Cynoscion regalis,3
2001,OpenWater,RO01133,20017653,12.5,500,A278,Cynoscion regalis,1
2001,OpenWater,RO01133,20017654,10.1,500,A278,Cynoscion regalis,1
2001,OpenWater,RO01144,20017874,6,500,A278,Cynoscion regalis,5
2001,OpenWater,RO01145,20017854,4.9,500,A278,Cynoscion regalis,30
2001,OpenWater,RO01162,20018053,4.9,500,A278,Cynoscion regalis,2
2001,OpenWater,RO01162,20018054,4.9,500,A278,Cynoscion regalis,1
2001,OpenWater,RO01164,20017673,6.7,500,A278,Cynoscion regalis,12
2001,OpenWater,RO01164,20017674,6.9,500,A278,Cynoscion regalis,2
2001,OpenWater,RO01165,20017213,4.9,500,A278,Cynoscion regalis,11
2001,OpenWater,RO01165,20017214,5.2,500,A278,Cynoscion regalis,51
2001,TidalCreek,RT01602,20017234,4.3,250,A278,Cynoscion regalis,3
2001,TidalCreek,RT01603,20018113,4.6,250,A278,Cynoscion regalis,1
2001,TidalCreek,RT01606,20017494,2.1,250,A278,Cynoscion regalis,3
2001,TidalCreek,RT01643,20018093,4.2,250,A278,Cynoscion regalis,4
2001,TidalCreek,RT01643,20018094,4.2,250,A278,Cynoscion regalis,1
2001,TidalCreek,RT01665,20017814,1.2,250,A278,Cynoscion regalis,1
2002,OpenWater,RO026001,20027032,13,500,A278,Cynoscion regalis,9
2002,OpenWater,RO026001,20027033,13,500,A278,Cynoscion regalis,9
2002,OpenWater,RO026002,20027972,4,500,A278,Cynoscion regalis,2
2002,OpenWater,RO026002,20027973,3,500,A278,Cynoscion regalis,9
2002,OpenWater,RO026003,20027372,5.2,500,A278,Cynoscion regalis,3
2002,OpenWater,RO026003,20027373,5.5,500,A278,Cynoscion regalis,9
2002,OpenWater,RO026005,20027013,6.4,500,A278,Cynoscion regalis,6
2002,OpenWater,RO026006,20028152,4.6,500,A278,Cynoscion regalis,2
2002,OpenWater,RO026006,20028153,3.7,500,A278,Cynoscion regalis,14
2002,OpenWater,RO026008,20027532,2.7,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026008,20027533,2.24,500,A278,Cynoscion regalis,6
2002,OpenWater,RO026009,20027892,5.8,500,A278,Cynoscion regalis,25
2002,OpenWater,RO026009,20027893,8.5,500,A278,Cynoscion regalis,14
2002,OpenWater,RO026010,20027592,5.5,500,A278,Cynoscion regalis,13
2002,OpenWater,RO026010,20027593,4.9,500,A278,Cynoscion regalis,5
2002,OpenWater,RO026011,20027872,6.1,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026011,20027873,4.6,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026012,20027572,4.3,500,A278,Cynoscion regalis,47
2002,OpenWater,RO026012,20027573,4.3,500,A278,Cynoscion regalis,58
2002,OpenWater,RO026013,20027192,2.7,510,A278,Cynoscion regalis,3
2002,OpenWater,RO026013,20027193,4,470,A278,Cynoscion regalis,1
2002,OpenWater,RO026014,20027993,7.3,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026017,20027353,4.3,250,A278,Cynoscion regalis,1
2002,OpenWater,RO026020,20027952,6,500,A278,Cynoscion regalis,2
2002,OpenWater,RO026022,20027332,9.1,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026022,20027333,8.8,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026023,20027652,6.4,500,A278,Cynoscion regalis,6
2002,OpenWater,RO026023,20027653,4.9,500,A278,Cynoscion regalis,15
2002,OpenWater,RO026024,20027492,3.4,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026024,20027493,4.3,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026025,20027292,4.6,500,A278,Cynoscion regalis,15
2002,OpenWater,RO026025,20027293,2.4,500,A278,Cynoscion regalis,9
2002,OpenWater,RO026027,20027312,4.6,500,A278,Cynoscion regalis,29
2002,OpenWater,RO026027,20027313,2.7,500,A278,Cynoscion regalis,3
2002,OpenWater,RO026028,20028033,13.7,500,A278,Cynoscion regalis,2
2002,OpenWater,RO026029,20027272,3,500,A278,Cynoscion regalis,3
2002,OpenWater,RO026029,20027273,2.4,500,A278,Cynoscion regalis,7
2002,OpenWater,RO026030,20027792,4,500,A278,Cynoscion regalis,1
2002,OpenWater,RO026030,20027793,5.2,500,A278,Cynoscion regalis,7
2002,TidalCreek,RT022005,20027232,4,250,A278,Cynoscion regalis,8
2002,TidalCreek,RT022005,20027233,3,250,A278,Cynoscion regalis,1
2002,TidalCreek,RT022015,20027112,3.4,250,A278,Cynoscion regalis,5
2002,TidalCreek,RT022015,20027113,3.4,250,A278,Cynoscion regalis,7
2002,TidalCreek,RT022016,20027552,2.7,250,A278,Cynoscion regalis,1
2002,TidalCreek,RT022021,20027212,4.9,250,A278,Cynoscion regalis,7
2002,TidalCreek,RT022021,20027213,2.7,250,A278,Cynoscion regalis,2
2002,TidalCreek,RT022027,20027053,2.7,250,A278,Cynoscion regalis,1
2002,TidalCreek,RT022153,20027673,1.2,250,A278,Cynoscion regalis,1
2002,TidalCreek,RT022155,20027693,2.1,250,A278,Cynoscion regalis,1
2002,TidalCreek,RT022156,20028172,5.2,250,A278,Cynoscion regalis,2
2002,TidalCreek,RT022157,20027073,4.9,250,A278,Cynoscion regalis,5
2002,TidalCreek,RT022165,20027472,2.1,250,A278,Cynoscion regalis,1
2002,TidalCreek,RT022167,20027133,2.4,250,A278,Cynoscion regalis,3
2002,TidalCreek,RT022170,20027732,4.9,250,A278,Cynoscion regalis,3
2002,TidalCreek,RT022170,20027733,5.2,250,A278,Cynoscion regalis,1
2003,OpenWater,RO036031,20038010,2.1,500,A278,Cynoscion regalis,1
2003,OpenWater,RO036032,20038030,14,500,A278,Cynoscion regalis,4
2003,OpenWater,RO036032,20038031,14,500,A278,Cynoscion regalis,5
2003,OpenWater,RO036033,20038050,4.9,500,A278,Cynoscion regalis,1
2003,OpenWater,RO036033,20038051,4.1,500,A278,Cynoscion regalis,1
2003,OpenWater,RO036035,20038091,3.4,500,A278,Cynoscion regalis,2
2003,OpenWater,RO036038,20038150,7.3,500,A278,Cynoscion regalis,1
2003,OpenWater,RO036039,20038170,8.2,500,A278,Cynoscion regalis,1
