STATION_ID,SP_CODE,TAXON_NAME,COMMON_NAME,ABUND_AREA,TAX_FLAG,LEVEL
RT99036,A275,Bairdiella chrysoura,silver perch,231.8840485,,
RO99303,A275,Bairdiella chrysoura,silver perch,869.5652466,,
RO99313,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO99328,A275,Bairdiella chrysoura,silver perch,47.10144806,,
RT99004,A275,Bairdiella chrysoura,silver perch,28.98550797,,
RT99007,A275,Bairdiella chrysoura,silver perch,115.942028,,
RT99009,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT99010,A275,Bairdiella chrysoura,silver perch,36.231884,,
RT99012,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT99024,A275,Bairdiella chrysoura,silver perch,253.6231842,,
RT99030,A275,Bairdiella chrysoura,silver perch,420.2898483,,
RT99038,A275,Bairdiella chrysoura,silver perch,57.97101593,,
RT99039,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT99040,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RO00016,A275,Bairdiella chrysoura,silver perch,57.97101641,,
RO00033,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO00036,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO00056,A275,Bairdiella chrysoura,silver perch,47.10144854,,
RO00058,A275,Bairdiella chrysoura,silver perch,10.86956501,,
RT00503,A275,Bairdiella chrysoura,silver perch,195.6521759,,
RT00505,A275,Bairdiella chrysoura,silver perch,28.98550797,,
RT00518,A275,Bairdiella chrysoura,silver perch,268.1159477,,
RT00519,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT00520,A275,Bairdiella chrysoura,silver perch,79.19254494,,
RT00521,A275,Bairdiella chrysoura,silver perch,101.4492731,,
RT00523,A275,Bairdiella chrysoura,silver perch,115.942028,,
RT00525,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT00530,A275,Bairdiella chrysoura,silver perch,28.98550797,,
RT00542,A275,Bairdiella chrysoura,silver perch,13.71635628,,
RT00544,A275,Bairdiella chrysoura,silver perch,188.4057999,,
RT00547,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RT00549,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT00557,A275,Bairdiella chrysoura,silver perch,72.4637661,,
RT00558,A275,Bairdiella chrysoura,silver perch,239.1304321,,
RO00006,A275,Bairdiella chrysoura,silver perch,10.86956549,,
RO00015,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO00034,A275,Bairdiella chrysoura,silver perch,57.97101307,,
RO00055,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RO00057,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT00501,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT00546,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT00556,A275,Bairdiella chrysoura,silver perch,279.9736557,,
RO01108,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO01147,A275,Bairdiella chrysoura,silver perch,134.0579729,,
RO01165,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT01606,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT01653,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT01668,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO01132,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RO01145,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO01162,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT01604,A275,Bairdiella chrysoura,silver perch,33.96739197,,
RT01624,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT01625,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT01642,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT01643,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT01647,A275,Bairdiella chrysoura,silver perch,86.95652008,,
RT01648,A275,Bairdiella chrysoura,silver perch,362.3188477,,
RT01649,A275,Bairdiella chrysoura,silver perch,94.20289612,,
RT01652,A275,Bairdiella chrysoura,silver perch,108.6956491,,
RT01665,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO026003,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO026004,A275,Bairdiella chrysoura,silver perch,28.98550797,,
RO026008,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO026010,A275,Bairdiella chrysoura,silver perch,10.86956501,,
RO026021,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO026151,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT022006,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT022008,A275,Bairdiella chrysoura,silver perch,79.71014404,,
RT022009,A275,Bairdiella chrysoura,silver perch,65.21739197,,
RT022153,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT022154,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT022165,A275,Bairdiella chrysoura,silver perch,72.46376991,,
RT022170,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO026002,A275,Bairdiella chrysoura,silver perch,36.23188496,,
RO026006,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RO026014,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT022002,A275,Bairdiella chrysoura,silver perch,69.67669678,,
RT022004,A275,Bairdiella chrysoura,silver perch,50.72463608,,
RT022022,A275,Bairdiella chrysoura,silver perch,565.217392,,
RT022152,A275,Bairdiella chrysoura,silver perch,36.231884,,
RT022156,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RT022162,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT022164,A275,Bairdiella chrysoura,silver perch,514.4927597,,
RO036031,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO036032,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO036035,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO036041,A275,Bairdiella chrysoura,silver perch,10.86956549,,
RO036044,A275,Bairdiella chrysoura,silver perch,10.86956501,,
RO036050,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT032032,A275,Bairdiella chrysoura,silver perch,282.6086922,,
RT032041,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT032045,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT032050,A275,Bairdiella chrysoura,silver perch,57.97101593,,
RT032055,A275,Bairdiella chrysoura,silver perch,20.12882423,,
RT032057,A275,Bairdiella chrysoura,silver perch,36.231884,,
RT032177,A275,Bairdiella chrysoura,silver perch,86.95652008,,
RT032179,A275,Bairdiella chrysoura,silver perch,43.47826195,,
RT032186,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT032187,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO036046,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO036052,A275,Bairdiella chrysoura,silver perch,21.7391305,,
RO036058,A275,Bairdiella chrysoura,silver perch,32.60869598,,
RT032040,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT032060,A275,Bairdiella chrysoura,silver perch,57.97101402,,
RT032174,A275,Bairdiella chrysoura,silver perch,195.6521683,,
RT032181,A275,Bairdiella chrysoura,silver perch,21.73913097,,
RO046073,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO046083,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO046084,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO046085,A275,Bairdiella chrysoura,silver perch,10.86956549,,
RO046087,A275,Bairdiella chrysoura,silver perch,18.11594248,,
RT042061,A275,Bairdiella chrysoura,silver perch,137.6811562,,
RT042067,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT042072,A275,Bairdiella chrysoura,silver perch,21.73913097,,
RT042077,A275,Bairdiella chrysoura,silver perch,72.4637661,,
RT042080,A275,Bairdiella chrysoura,silver perch,36.23188496,,
RT042087,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT042089,A275,Bairdiella chrysoura,silver perch,101.4492741,,
RO046062,A275,Bairdiella chrysoura,silver perch,7.740447998,,
RO046066,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO046072,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT042073,A275,Bairdiella chrysoura,silver perch,57.97101307,,
RT042076,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT042078,A275,Bairdiella chrysoura,silver perch,126.2077293,,
RT042079,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RT042081,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT042082,A275,Bairdiella chrysoura,silver perch,181.1594172,,
RT042084,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO056091,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO056093,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO056103,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT052093,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT052095,A275,Bairdiella chrysoura,silver perch,65.21739292,,
RT052097,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT052099,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT052113,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT052115,A275,Bairdiella chrysoura,silver perch,94.20289993,,
RT052118,A275,Bairdiella chrysoura,silver perch,57.97101307,,
RT052119,A275,Bairdiella chrysoura,silver perch,43.47826004,,
RT052197,A275,Bairdiella chrysoura,silver perch,43.47826099,,
RT052203,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO056094,A275,Bairdiella chrysoura,silver perch,36.23188496,,
RO056096,A275,Bairdiella chrysoura,silver perch,10.86956501,,
RO056100,A275,Bairdiella chrysoura,silver perch,25.36231899,,
RO056105,A275,Bairdiella chrysoura,silver perch,32.60869646,,
RO056110,A275,Bairdiella chrysoura,silver perch,32.60869503,,
RO056114,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT052094,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT052096,A275,Bairdiella chrysoura,silver perch,27.87067986,,
RT052098,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT052100,A275,Bairdiella chrysoura,silver perch,94.20289612,,
RT052116,A275,Bairdiella chrysoura,silver perch,21.73913097,,
RO06301,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO06310,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RO06312,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO06317,A275,Bairdiella chrysoura,silver perch,10.86956501,,
RO06320,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO06324,A275,Bairdiella chrysoura,silver perch,43.47826004,,
RT06001,A275,Bairdiella chrysoura,silver perch,173.9130497,,
RT06002,A275,Bairdiella chrysoura,silver perch,36.231884,,
RT06012,A275,Bairdiella chrysoura,silver perch,86.95652008,,
RT06018,A275,Bairdiella chrysoura,silver perch,217.391304,,
RT06024,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT06028,A275,Bairdiella chrysoura,silver perch,43.47826195,,
RT06029,A275,Bairdiella chrysoura,silver perch,65.21739197,,
RT06032,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT06033,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RO06305,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO06313,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO06315,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO06325,A275,Bairdiella chrysoura,silver perch,408.7615414,,
RO06327,A275,Bairdiella chrysoura,silver perch,14.64371967,,
RT06003,A275,Bairdiella chrysoura,silver perch,43.47826004,,
RT06010,A275,Bairdiella chrysoura,silver perch,65.21739006,,
RT06013,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT06020,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT06021,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT06027,A275,Bairdiella chrysoura,silver perch,513.2850342,,
RT06031,A275,Bairdiella chrysoura,silver perch,101.4492722,,
RO07328,A275,Bairdiella chrysoura,silver perch,32.60869503,,
RO07329,A275,Bairdiella chrysoura,silver perch,18.11594248,,
RO07331,A275,Bairdiella chrysoura,silver perch,19.69124222,,
RO07336,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO07339,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO07340,A275,Bairdiella chrysoura,silver perch,7.104290962,,
RT07038,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT07039,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT07043,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT07048,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT07053,A275,Bairdiella chrysoura,silver perch,159.4202919,,
RT07055,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT07056,A275,Bairdiella chrysoura,silver perch,28.55925083,,
RT07057,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO07330,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO07338,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT07062,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO08344,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO08356,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT08068,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT08080,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT08081,A275,Bairdiella chrysoura,silver perch,50.72463608,,
RT08088,A275,Bairdiella chrysoura,silver perch,43.47826195,,
RT08073,A275,Bairdiella chrysoura,silver perch,65.21739197,,
RO09362,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO09367,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT09090,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT09094,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT09091,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT09092,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT09099,A275,Bairdiella chrysoura,silver perch,57.97101307,,
RT09110,A275,Bairdiella chrysoura,silver perch,28.98550797,,
RO10383,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO10387,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO10390,A275,Bairdiella chrysoura,silver perch,72.46376896,,
RT10115,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT10123,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT10132,A275,Bairdiella chrysoura,silver perch,36.23188496,,
RO10377,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT10116,A275,Bairdiella chrysoura,silver perch,43.47826004,,
RT10121,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT10126,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT10133,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RT10137,A275,Bairdiella chrysoura,silver perch,36.23188496,,
RT10138,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RO11304,A275,Bairdiella chrysoura,silver perch,14.49275351,,
RT11002,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT11011,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO11308,A275,Bairdiella chrysoura,silver perch,10.86956501,,
RO11309,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO11311,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO11313,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO11315,A275,Bairdiella chrysoura,silver perch,18.115942,,
RT11001,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT11004,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT11006,A275,Bairdiella chrysoura,silver perch,152.1739197,,
RT11007,A275,Bairdiella chrysoura,silver perch,247.7703476,,
RT11009,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT11016,A275,Bairdiella chrysoura,silver perch,86.9565239,,
RO12326,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO12328,A275,Bairdiella chrysoura,silver perch,10.86956501,,
RT12020,A275,Bairdiella chrysoura,silver perch,205.716588,,
RT12029,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT12031,A275,Bairdiella chrysoura,silver perch,21.73913097,,
RT12034,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RO12320,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT12023,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT12025,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT12032,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT12033,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT12037,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RO13333,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO13341,A275,Bairdiella chrysoura,silver perch,18.11594248,,
RO13342,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT13051,A275,Bairdiella chrysoura,silver perch,9.534706116,,
RT13054,A275,Bairdiella chrysoura,silver perch,28.98550701,,
RO13340,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT13044,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT13052,A275,Bairdiella chrysoura,silver perch,43.47826195,,
RT13057,A275,Bairdiella chrysoura,silver perch,65.21739292,,
RT13062,A275,Bairdiella chrysoura,silver perch,65.21739006,,
RO14351,A275,Bairdiella chrysoura,silver perch,9.057971001,,
RO14359,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO14360,A275,Bairdiella chrysoura,silver perch,32.60869503,,
RT14063,A275,Bairdiella chrysoura,silver perch,333.3333321,,
RT14065,A275,Bairdiella chrysoura,silver perch,43.47826099,,
RT14068,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT14085,A275,Bairdiella chrysoura,silver perch,86.95652008,,
RT14066,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT14070,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT14076,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT14087,A275,Bairdiella chrysoura,silver perch,21.73913097,,
RO15372,A275,Bairdiella chrysoura,silver perch,61.59420443,,
RO15375,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO15376,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO15377,A275,Bairdiella chrysoura,silver perch,134.0579681,,
RT15097,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT15102,A275,Bairdiella chrysoura,silver perch,115.942028,,
RO15374,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT15091,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RT15103,A275,Bairdiella chrysoura,silver perch,144.9275322,,
RT15110,A275,Bairdiella chrysoura,silver perch,72.4637661,,
RO16392,A275,Bairdiella chrysoura,silver perch,18.115942,,
RT16123,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RT16125,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RT16129,A275,Bairdiella chrysoura,silver perch,43.47826004,,
RO16384,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO16386,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT16121,A275,Bairdiella chrysoura,silver perch,94.20289803,,
RT16131,A275,Bairdiella chrysoura,silver perch,86.95652008,,
RT16135,A275,Bairdiella chrysoura,silver perch,43.47826099,,
RO17404,A275,Bairdiella chrysoura,silver perch,25.36231899,,
RT17140,A275,Bairdiella chrysoura,silver perch,269.9275389,,
RT17149,A275,Bairdiella chrysoura,silver perch,166.6666641,,
RT17153,A275,Bairdiella chrysoura,silver perch,72.46376896,,
RO17397,A275,Bairdiella chrysoura,silver perch,18.115942,,
RO17407,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT17150,A275,Bairdiella chrysoura,silver perch,72.4637661,,
RT18169,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT18178,A275,Bairdiella chrysoura,silver perch,21.73913002,,
RT18180,A275,Bairdiella chrysoura,silver perch,43.47826004,,
RT18181,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT18191,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO18412,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RO18418,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO18422,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RO18426,A275,Bairdiella chrysoura,silver perch,3.623188496,,
RT18164,A275,Bairdiella chrysoura,silver perch,7.246376991,,
RT18175,A275,Bairdiella chrysoura,silver perch,202.8985443,,
RT18183,A275,Bairdiella chrysoura,silver perch,14.49275398,,
RT18186,A275,Bairdiella chrysoura,silver perch,50.72463799,,
RT18187,A275,Bairdiella chrysoura,silver perch,13.93533993,,
RO99324,A276,Cynoscion nebulosus,spotted seatrout,3.623188496,,
RT00518,A276,Cynoscion nebulosus,spotted seatrout,14.49275398,,
RT00547,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT022165,A276,Cynoscion nebulosus,spotted seatrout,14.49275398,,
RT032177,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT042077,A276,Cynoscion nebulosus,spotted seatrout,14.49275398,,
RT07048,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT07062,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT07065,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT10121,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT10137,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RO11305,A276,Cynoscion nebulosus,spotted seatrout,3.623188496,,
RT11016,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT12021,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT12025,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT17140,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RT18175,A276,Cynoscion nebulosus,spotted seatrout,7.246376991,,
RO11302,A277,Cynoscion nothus,silver seatrout,3.623188496,,
RT11013,A277,Cynoscion nothus,silver seatrout,14.49275398,,
RO16381,A277,Cynoscion nothus,silver seatrout,3.623188496,,
RT16134,A277,Cynoscion nothus,silver seatrout,21.73913002,,
RT17150,A277,Cynoscion nothus,silver seatrout,7.246376991,,
RO99307,A278,Cynoscion regalis,weakfish,3.623188496,,
RO99312,A278,Cynoscion regalis,weakfish,32.60869503,,
RO99317,A278,Cynoscion regalis,weakfish,7.246376991,,
RO99323,A278,Cynoscion regalis,weakfish,3.552145481,,
RT99003,A278,Cynoscion regalis,weakfish,43.47826195,,
RT99008,A278,Cynoscion regalis,weakfish,7.246376991,,
RT99013,A278,Cynoscion regalis,weakfish,72.46376991,,
RT99026,A278,Cynoscion regalis,weakfish,123.1884079,,
RT99036,A278,Cynoscion regalis,weakfish,14.49275398,,
RO99303,A278,Cynoscion regalis,weakfish,65.21739006,,
RO99308,A278,Cynoscion regalis,weakfish,134.05797,,
RO99310,A278,Cynoscion regalis,weakfish,7.246376991,,
RO99318,A278,Cynoscion regalis,weakfish,7.246376991,,
RO99328,A278,Cynoscion regalis,weakfish,54.347826,,
RT99004,A278,Cynoscion regalis,weakfish,14.49275398,,
RT99009,A278,Cynoscion regalis,weakfish,86.95652008,,
RT99040,A278,Cynoscion regalis,weakfish,7.246376991,,
RO00016,A278,Cynoscion regalis,weakfish,14.49275351,,
RO00022,A278,Cynoscion regalis,weakfish,3.623188496,,
RO00035,A278,Cynoscion regalis,weakfish,47.10144997,,
RO00036,A278,Cynoscion regalis,weakfish,3.623188496,,
RO00045,A278,Cynoscion regalis,weakfish,25.36231852,,
RO00056,A278,Cynoscion regalis,weakfish,10.86956549,,
RO00058,A278,Cynoscion regalis,weakfish,36.23188496,,
RT00503,A278,Cynoscion regalis,weakfish,28.98550701,,
RT00505,A278,Cynoscion regalis,weakfish,7.246376991,,
RT00518,A278,Cynoscion regalis,weakfish,7.246376991,,
RT00526,A278,Cynoscion regalis,weakfish,7.246376991,,
RT00549,A278,Cynoscion regalis,weakfish,14.49275398,,
RO00006,A278,Cynoscion regalis,weakfish,25.36231899,,
RO00015,A278,Cynoscion regalis,weakfish,90.57971191,,
RO00020,A278,Cynoscion regalis,weakfish,65.21739006,,
RO00021,A278,Cynoscion regalis,weakfish,61.59420204,,
RO00034,A278,Cynoscion regalis,weakfish,83.33333206,,
RO00046,A278,Cynoscion regalis,weakfish,3.623188496,,
RO00057,A278,Cynoscion regalis,weakfish,7.246376991,,
RT00554,A278,Cynoscion regalis,weakfish,72.46376801,,
RO01113,A278,Cynoscion regalis,weakfish,3.623188496,,
RO01122,A278,Cynoscion regalis,weakfish,57.97101402,,
RO01130,A278,Cynoscion regalis,weakfish,50.72463703,,
RO01133,A278,Cynoscion regalis,weakfish,7.246376991,,
RO01164,A278,Cynoscion regalis,weakfish,50.72463703,,
RO01165,A278,Cynoscion regalis,weakfish,224.6376801,,
RT01602,A278,Cynoscion regalis,weakfish,21.73913002,,
RT01606,A278,Cynoscion regalis,weakfish,21.73913002,,
RO01123,A278,Cynoscion regalis,weakfish,32.60869598,,
RO01124,A278,Cynoscion regalis,weakfish,11.81474495,,
RO01132,A278,Cynoscion regalis,weakfish,18.115942,,
RO01144,A278,Cynoscion regalis,weakfish,18.115942,,
RO01145,A278,Cynoscion regalis,weakfish,108.6956558,,
RO01162,A278,Cynoscion regalis,weakfish,10.86956549,,
RT01603,A278,Cynoscion regalis,weakfish,7.246376991,,
RT01643,A278,Cynoscion regalis,weakfish,36.23188496,,
RT01665,A278,Cynoscion regalis,weakfish,7.246376991,,
RO026003,A278,Cynoscion regalis,weakfish,43.47826099,,
RO026008,A278,Cynoscion regalis,weakfish,25.36231852,,
RO026010,A278,Cynoscion regalis,weakfish,65.21739006,,
RO026012,A278,Cynoscion regalis,weakfish,380.4347839,,
RO026017,A278,Cynoscion regalis,weakfish,7.246376991,,
RO026022,A278,Cynoscion regalis,weakfish,7.246376991,,
RO026023,A278,Cynoscion regalis,weakfish,76.08695793,,
RO026024,A278,Cynoscion regalis,weakfish,7.246376991,,
RO026030,A278,Cynoscion regalis,weakfish,28.98550653,,
RT022016,A278,Cynoscion regalis,weakfish,7.246376991,,
RT022153,A278,Cynoscion regalis,weakfish,7.246376991,,
RT022155,A278,Cynoscion regalis,weakfish,7.246376991,,
RT022165,A278,Cynoscion regalis,weakfish,7.246376991,,
RT022170,A278,Cynoscion regalis,weakfish,28.98550701,,
RO026002,A278,Cynoscion regalis,weakfish,39.85507298,,
RO026006,A278,Cynoscion regalis,weakfish,57.97101307,,
RO026009,A278,Cynoscion regalis,weakfish,141.304348,,
RO026011,A278,Cynoscion regalis,weakfish,7.246376991,,
RO026014,A278,Cynoscion regalis,weakfish,3.623188496,,
RO026020,A278,Cynoscion regalis,weakfish,7.246376991,,
RO026028,A278,Cynoscion regalis,weakfish,7.246376991,,
RT022156,A278,Cynoscion regalis,weakfish,14.49275398,,
RO036031,A278,Cynoscion regalis,weakfish,3.623188496,,
RO036032,A278,Cynoscion regalis,weakfish,32.60869598,,
RO036035,A278,Cynoscion regalis,weakfish,7.246376991,,
RO036038,A278,Cynoscion regalis,weakfish,3.623188496,,
RO036039,A278,Cynoscion regalis,weakfish,3.623188496,,
RO036047,A278,Cynoscion regalis,weakfish,17.76072693,,
RT032032,A278,Cynoscion regalis,weakfish,28.98550701,,
RT032045,A278,Cynoscion regalis,weakfish,31.27383614,,
RT032180,A278,Cynoscion regalis,weakfish,14.49275398,,
RO036046,A278,Cynoscion regalis,weakfish,3.623188496,,
RO036052,A278,Cynoscion regalis,weakfish,7.246376991,,
RT032060,A278,Cynoscion regalis,weakfish,7.246376991,,
RT032181,A278,Cynoscion regalis,weakfish,7.246376991,,
RO046077,A278,Cynoscion regalis,weakfish,14.49275398,,
RO046083,A278,Cynoscion regalis,weakfish,7.246376991,,
RO046085,A278,Cynoscion regalis,weakfish,39.85507202,,
RO046087,A278,Cynoscion regalis,weakfish,141.3043442,,
