STATION_ID,DATE,MONTH,DAY,YEAR,STATION_TYPE,StationLat,StationLong,HUC_08,HUC_10,HUC_12,HUC_14,BIBI_CP,ERMQ,ERMQ_Metals_08,ERMQ_PAH_13,ERMQ_PCB_Total,ERMQ_Pest_02,Met_Total_08,PAH_Total_13,PCB_Total,DDT_Total,PBDE_Total_13,SiltClay,TOC_sediment,Entero_DHEC,FecalColiform_DHEC,NOx_DHEC,TKN_DHEC,TN_SCECAP,TP_DHEC,TP_SCECAP,TOC_Water_DHEC,Chl_a_DHEC
RO06308,7/19/2006,7,19,2006,OpenWater,32.93264,-79.93732,3050201,305020107,30502010705,3050201050010,1.5,0.059836172,0.109503254,0.043442953,0.009894444,0,205.085495,1180.440063,1.780999899,0,0,82.06846619,5.179999828,,170,0.039000001,0.319999993,0.358999997,0.039999999,0.039999999,5.400000095,4.33
RO06309,8/1/2006,8,1,2006,OpenWater,32.46397,-80.81709,3050208,305020806,30502080605,3050208090070,4,0.008813676,0.026441028,0,0,0,39.64237976,0,0,0,0,2.963574171,0.229999997,,2,0.035,0,0.035,0.064999998,0.064999998,6,4.96
RO06310,7/26/2006,7,26,2006,OpenWater,32.26867,-80.59306,3050210,305021001,30502100102,3050208100060,4.5,0.006982225,0.020351054,0.000366535,0,0,34.34352112,10.33199978,0,0,0,10.49232674,0.36999999,,0,0.030999999,0.109999999,0.141000003,0.239999995,0.239999995,4.699999809,3.7
RO06311,7/6/2006,7,6,2006,OpenWater,32.50684,-80.35437,3050206,305020603,30502060308,3050205060070,3.5,0.00397236,0.012581977,0,0,0,16.11232948,0,0,0,0,0.237793356,0.045,,2,0.02,0,0.02,0.088,0.088,2.700000048,12.5
RO06312,7/12/2006,7,12,2006,OpenWater,32.92805,-79.65802,3050209,305020902,30502090203,3050202060030,4,0.020885902,0.062430054,0.000140092,0,0,124.1816025,3.824500084,0,0,0,32.56875229,0.955000013,,4,0,0,0,0.061999999,0.061999999,5.400000095,3.51
RO06313,8/15/2006,8,15,2006,OpenWater,32.20627,-80.82351,3060110,306011003,30601100301,3050208110030,4,0.012680119,0.038040355,0,0,0,50.1093483,0,0,0,0,13.33475018,0.335000008,,4,0.023,,,0.035,0.035,7.599999905,6.26
RO06314,8/2/2006,8,2,2006,OpenWater,32.50364,-80.65349,3050207,305020711,30502071102,3050208100010,5,0.011971279,0.029639389,0.003861199,0,0,55.18209839,43.75,0,0,0,8.162760735,0.325000003,,0,0.034000002,0.300000012,0.333999991,0.072999999,0.072999999,6.300000191,6.09
RO06315,8/8/2006,8,8,2006,OpenWater,32.63713,-80.20726,3050206,305020604,30502060403,3050205070040,2.5,0.016286997,0.048618477,0.000626982,0,0,95.77444458,17.52499962,0,0,0,43.27656174,1.519999981,,17,0.033,0.239999995,0.273000002,0.109999999,0.109999999,8.5,8.4
RO06317,7/11/2006,7,11,2006,OpenWater,33.21072,-79.18711,3040207,304020702,30402070208,3040207040020,4,0.01439225,0.043176752,0,0,0,95.89592743,0,0,0,0,23.9034996,0.215000004,,8,0.021,,,0.043000001,0.043000001,7.5,5.37
RO06318,8/16/2006,8,16,2006,OpenWater,32.31264,-80.71365,3050208,305020806,30502080608,3050208090110,3.5,0.005529009,0.016587028,0,0,0,16.06809044,0,0,0,0,1.532038569,0.029999999,,0,,0,,0.056000002,0.056000002,3,8.8
RO06319,6/27/2006,6,27,2006,OpenWater,32.53799,-80.5378,3050207,305020707,30502070706,3050208010070,1.5,0.00478232,0.014346961,0,0,0,22.78047943,0,0,0,0,8.480014801,0.160000004,,0,0.048999999,0,0.048999999,0.046,0.046,8.800000191,5.15
RO06320,7/18/2006,7,18,2006,OpenWater,32.79245,-79.91029,3050201,305020107,30502010707,3050201050020,4,0.108531892,0.050622065,0.167585984,0.006816667,0,101.8927536,4014.76001,1.226999998,0,0,15.37764263,0.585000008,,23,0.037,0,0.037,0.046999998,0.046999998,3.299999952,5.1
RO06321,8/15/2006,8,15,2006,OpenWater,32.21142,-80.83881,3060110,306011003,30601100301,3050208110030,3.5,0.005865308,0.017595924,0,0,0,15.19638062,0,0,0,0,2.030862331,0.034999999,,0,0.023,,,0.052000001,0.052000001,7.699999809,6.69
RO06322,7/25/2006,7,25,2006,OpenWater,32.34018,-80.7364,3050208,305020806,30502080608,3050208090110,4,0.007725938,0.023177814,0,0,0,25.55895042,0,0,0,0,3.637904644,0.149999999,,0,0,0.25999999,0.25999999,0.048999999,0.048999999,7.599999905,3.89
RO06323,6/28/2006,6,28,2006,OpenWater,32.48106,-80.43846,3050207,305020711,30502071104,3050208040020,4.5,0.0061005,0.018801188,9.38462E-05,0,0,28.71608925,2.562000036,0,0,0,10.5617485,0.265000001,,0,0.026000001,0.159999996,0.186000004,0.044,0.044,3.799999952,4.01
RO06324,7/19/2006,7,19,2006,OpenWater,32.86528,-79.88023,3050201,305020104,30502010402,3050201080020,3,0.01453865,0.040607661,0.001204264,0.000972222,0,75.37134552,27.11299896,0.174999997,0,0,7.44092083,0.170000002,,0,0,0.170000002,0.170000002,0.032000002,0.032000002,8.199999809,5.82
RO06325,8/1/2006,8,1,2006,OpenWater,32.52419,-80.8248,3050208,305020806,30502080605,3050208090070,3,0.022967456,0.066691652,0.001907456,0,0,114.7304001,45.18499756,0,0,0,50.32080078,2.480000019,,30,0.029999999,0.449999988,0.479999989,0.119999997,0.119999997,8.399999619,8.7
RO06326,8/2/2006,8,2,2006,OpenWater,32.45163,-80.60735,3050207,305020711,30502071103,3050208100010,3.5,0.011139072,0.033417217,0,0,0,63.93000031,0,0,0,0,21.98570061,0.75999999,,4,0.029999999,0.280000001,0.310000002,0.075000003,0.075000003,6.699999809,8.2
RO06327,8/8/2006,8,8,2006,OpenWater,32.64556,-80.3232,3050206,305020604,30502060405,3050205070030,1,0.044837374,0.123534203,0.001643018,0,0.028718486,223.2572937,47.71800232,0,0.977999985,0,91.54340363,4.850000143,,170,0.028999999,0.779999971,0.809000015,0.289999992,0.289999992,11,30.2
RO07328,7/31/2007,7,31,2007,OpenWater,33.07887,-79.45346,3050209,305020902,30502090202,3050202060010,4.5,0.01121923,0.033541024,0,0.000933333,0,62.88190079,0,0.167999998,0,0,19.4810009,0.525000006,0,0,0,0.170000002,0.170000002,0.052000001,0.052000001,4.400000095,8.66
RO07329,7/25/2007,7,25,2007,OpenWater,32.23453,-80.75764,3060110,306011003,30601100304,3050208110020,4.5,0.009590047,0.028770141,0,0,0,57.64577866,0,0,0,0,15.06900024,0.265000001,52,30,0.021,0.319999993,0.340999991,0.039000001,0.039000001,9.100000381,4.12
RO07330,8/15/2007,8,15,2007,OpenWater,32.57199,-80.6593,3050207,305020711,30502071101,3050208010060,3,0.010808977,0.032329671,5.98535E-05,0,0,66.53813934,1.633999944,0,0,0,24.21899986,0.285000004,20,2,0.052000001,0.289999992,0.342000008,0.090999998,0.090999998,6.800000191,7.94
RO07331,7/18/2007,7,18,2007,OpenWater,32.77742,-80.08173,3050202,305020202,30502020202,3050202050070,5,0.010354952,0.029784407,0.000728994,0.000766667,0,53.05519104,34.13999939,0.137999997,0,0,10.78499985,0.484999999,10,4,0,0.270000011,0.270000011,0.044,0.044,16,8.99
RO07332,8/1/2007,8,1,2007,OpenWater,33.27713,-79.25555,3040207,304020702,30402070208,3040207040040,2.5,0.004420513,0.013122234,3.10256E-05,0.000711111,0,20.03819084,0.847000003,0.128000006,0,0,4.536300182,0.09,0,2,0,0.25999999,0.25999999,0.028000001,0.028000001,5.300000191,41.8
RO07333,8/6/2007,8,6,2007,OpenWater,33.85688,-78.56597,3040208,304020803,30402080303,3040207020120,3.5,0.003383895,0.010151685,0,0,0,17.90728951,0,0,0,0,1.707499981,0.059999999,0,21,0.119999997,0.140000001,0.25999999,0.043000001,0.043000001,5.199999809,14.5
RO07334,7/24/2007,7,24,2007,OpenWater,32.3189,-80.66375,3050208,305020805,30502080503,3050208100050,3.5,0.008185267,0.01583861,0.000500917,0.000827778,0,37.85119247,23.47999954,0.149000004,0,0,22.5,0.375,10,0,0.02,0.379999995,0.400000006,0.039000001,0.039000001,7.900000095,5.3
RO07335,8/15/2007,8,15,2007,OpenWater,32.49537,-80.51309,3050207,305020711,30502071104,3050208100020,4,0.007330823,0.016674802,0.00327241,0,0,28.31163979,55.17399979,0,0,0,7.698999882,0.214999996,10,8,0.064999998,0.170000002,0.234999999,0.061000001,0.061000001,4.800000191,6.6
RO07336,7/18/2007,7,18,2007,OpenWater,32.78488,-79.8805,3050201,305020107,30502010707,3050202070020,5,0.023240853,0.066326693,0.001981645,0.001405556,0,120.4505997,82.20999908,0.252999991,0,0,40.49599838,1.344999969,0,4,0,0.25,0.25,0.035,0.035,12,13
RO07337,7/24/2007,7,24,2007,OpenWater,32.35424,-80.80759,3050208,305020806,30502080607,3050208090090,5,0.006545556,0.019521965,7.05861E-05,0,0,42.1683197,1.927000046,0,0,0,12.02700043,0.07,0,0,0,,,0.189999998,0.189999998,9.199999809,4.13
RO07338,8/14/2007,8,14,2007,OpenWater,32.39534,-80.67429,3050208,305020805,30502080502,3050208100050,4.5,0.019723492,0.059085757,0,0.000677778,0,58.74092102,0,0.122000001,0,0,0.671199977,0.07,0,0,0,0.180000007,0.180000007,0.048,0.048,2.799999952,12.6
RO07339,7/17/2007,7,17,2007,OpenWater,32.61356,-80.41154,3050206,305020603,30502060308,3050205060060,1.5,0.03477918,0.115338609,0.001189013,0.002472222,0,189.1040039,46.31999969,0.444999993,0,0,91.48500061,5.194999933,10,11,0.078000002,0.50999999,0.588,0.059999999,0.059999999,6.900000095,14.1
RO07340,7/31/2007,7,31,2007,OpenWater,32.79238,-79.79536,3050209,305020902,30502090204,3050202060040,3.5,0.030472081,0.089623228,0.000979035,0.001616667,0,154.5198975,38.00999832,0.291000009,0,0,73.38400269,2.569999933,329,170,0.025,0.189999998,0.215000004,0.046,0.046,3.400000095,4.56
RO07341,7/25/2007,7,25,2007,OpenWater,32.11431,-80.84248,3060110,306011003,30601100304,3050208110050,4.5,0.004630114,0.013553289,0.000207418,0,0,23.38834953,5.662499905,0,0,0,10.91499996,0.090000004,0,0,0,0.189999998,0.189999998,0.028999999,0.028999999,7.800000191,10.9
RO07342,8/14/2007,8,14,2007,OpenWater,32.34495,-80.47016,3050210,305021001,30502100102,3050208100060,4.5,0.004858064,0.014196872,0.000232198,0,0,21.03894997,6.339000225,0,0,0,5.566299915,0.229999997,0,0,0,0,0,0.094999999,0.094999999,2.599999905,7.75
RO08343,6/11/2008,6,11,2008,OpenWater,32.60279,-80.23824,3050206,305020604,30502060405,3050205070030,3,0.006452958,0.017809946,0.000953186,0,0,30.3835907,15.83600044,0,0,0,4.964600086,0.234999999,,0,0,0.300000012,0.560000002,,,2.700000048,9.81
RO08344,6/22/2008,6,22,2008,OpenWater,33.14682,-79.32433,3050112,305011203,30501120303,3050112060020,3.5,0.009972993,0.028872782,0.000643814,0,0,52.65822983,10.92100048,0,0,0,10.2510004,0.525000006,,23,0,0.239999995,0.660000026,,,8.800000191,21.04
RO08346,6/28/2008,6,28,2008,OpenWater,32.45678,-80.58123,3050207,305020711,30502071103,3050208100020,4.5,0.010778914,0.028968817,0.002010177,0.000811111,0,58.36326981,23.37400055,0.145999998,0,0,16.11800003,0.344999999,0,2,0,0.289999992,0.572000027,,,6.199999809,5.72
RO08347,6/13/2008,6,13,2008,OpenWater,32.64468,-79.97774,3050202,305020202,30502020204,3050202070030,3.5,0.004696429,0.013806581,0.000173972,0,0,24.01590157,3.845999956,0,0,0,2.997600079,0.039999999,,4,0,0.100000001,0.330000013,,,4.099999905,4.76
RO08348,6/23/2008,6,23,2008,OpenWater,33.31995,-79.28568,3040207,304020702,30402070208,3040207040040,3,0.042347938,0.119883947,0.004406074,0,0,210.3704987,83.05200195,0,0,0,93.4469986,4.939999819,,84,0.189999998,,0.620000005,0.061000001,0.061000001,5.800000191,17.87
RO08349,7/4/2008,7,4,2008,OpenWater,32.08564,-80.93409,3060109,306010903,30601090306,3050208140010,4,0.014491916,0.042530451,0.000521891,0.000777778,0,89.5289917,9.503000259,0.140000001,0,0,25.91200066,0.545000002,10,2,0,0.219999999,0.595000029,0.055,0.055,6.099999905,5.77
RO08350,7/8/2008,7,8,2008,OpenWater,32.34247,-80.76785,3050208,305020806,30502080608,3050208090110,5,0.007286496,0.020923028,0.000519874,0.000733333,0,47.93209839,8.090999603,0.131999999,0,0,11.82999992,0.259999998,0,2,0,,0.398999989,,,3.099999905,5.86
RO08351,6/30/2008,6,30,2008,OpenWater,32.44736,-80.46911,3050207,305020711,30502071103,3050208100020,5,0.01195918,0.034955144,0.000514639,0.000688889,0,58.54613876,10.6079998,0.123999998,0,0,6.986499786,0.269999996,,0,0.045000002,0.159999996,0.522000015,0.024,0.024,5.400000095,9.23
RO08352,6/14/2008,6,14,2008,OpenWater,32.86133,-79.95544,3050201,305020107,30502010707,3050201050020,3,0.020207765,0.045951754,0.009028642,0,0,97.22789764,168.5200043,0,0,0,54.26100159,1.764999986,,23,0.072999999,0.25,0.449999988,0.054000001,0.054000001,3.599999905,3.73
RO08353,7/8/2008,7,8,2008,OpenWater,32.4407,-80.8141,3050208,305020806,30502080605,3050208090070,4.5,0.017132509,0.050191365,0.000742254,0,0,50.41482925,13.37800026,0,0,0,3.804199934,0.269999996,10,0,0,0,0.486999989,,,3.400000095,7.48
RO08354,7/1/2008,7,1,2008,OpenWater,32.36512,-80.64393,3050208,305020805,30502080503,3050208100050,5,0.00884473,0.025236038,0.000747582,0.000666667,0,45.51995087,10.63700008,0.119999997,0,0,12.43099976,0.409999996,31,30,0,0.150000006,0.460999995,0.059999999,0.059999999,5.099999905,9.95
RO08355,6/30/2008,6,30,2008,OpenWater,32.489,-80.35242,3050206,305020603,30502060308,3050205060070,4.5,0.005614951,0.016371915,0.000239758,0.000666667,0,29.09678078,4.956999779,0.119999997,0,0,6.637800217,0.175000004,,4,0,0.140000001,0.619000018,0.02,0.02,4.599999905,15.81
RO08356,6/14/2008,6,14,2008,OpenWater,32.85873,-79.72179,3050209,305020902,30502090203,3050202060030,3.5,0.025384497,0.072086401,0.002502823,0,0,133.0753937,40.08300018,0,0,0,4.708600044,0.029999999,,4,0,0.159999996,0.340000004,,,2.299999952,4.07
RO08357,7/7/2008,7,7,2008,OpenWater,32.14112,-80.81383,3060110,306011003,30601100302,3050208110040,4,0.003351663,0.009809081,0.000103465,0.000622222,0,12.26766014,1.980000019,0.112000003,0,0,3.405800104,0.045,0,2,0,,0.421999991,0.056000002,0.056000002,8.199999809,9.92
RO08358,7/5/2008,7,5,2008,OpenWater,32.54927,-80.75554,3050208,305020806,30502080602,3050208090050,4,0.016272208,0.040139455,0.005044068,0.003844445,0,77.31480408,92.84899902,0.692000031,0,0,23.29100037,0.585000008,0,17,0,0.270000011,0.721000016,,,4.5,7.51
RO09359,6/28/2009,6,28,2009,OpenWater,32.58776,-80.2181,3050206,305020604,30502060405,3050205070040,3,0.013409561,0.032146402,0,0.008740534,0.000306421,57.42345428,0,1.57329607,0.028252,0,22.83744812,0.625,0,2,0.024,0.119999997,0.430000007,0.109999999,0.109999999,3,5.59
RO09360,6/17/2009,6,17,2009,OpenWater,33.17524,-79.28732,3050112,305011204,30501120403,3050112060030,2.5,0.029587978,0.069716088,0.000632396,0.030556323,0.001872592,131.1951141,29.64400482,5.500138283,0.17265299,0,93.59354401,5.095000029,0,4,0,0.280000001,0.689999998,0.023,0.023,5.199999809,15.33
RO09361,6/13/2009,6,13,2009,OpenWater,32.3316,-80.75273,3050208,305020806,30502080608,3050208090110,4.5,0.007596755,0.017044678,5.06951E-05,0.003463228,0,41.06055069,3.361082077,0.623381019,0,0,22.39228439,0.284999996,0,0,,0.200000003,0.400000006,0.055,0.055,3.700000048,6.49
RO09362,6/19/2009,6,19,2009,OpenWater,32.4743,-80.54867,3050207,305020711,30502071103,3050208100020,4.5,0.008911621,0.021531397,0.000102386,0.00795455,0,47.43255997,6.788221836,1.431818962,0,0,15.29216766,0.499999985,0,2,0.064000003,0.389999986,0.74000001,0.068999998,0.068999998,5.5,5.76
RO09363,7/4/2009,7,4,2009,OpenWater,32.79151,-79.97076,3050201,305020106,30502010605,3050202040020,2,3.03273201,0.134081781,5.385296822,0.169706732,0.71959126,215.497406,167649.2344,30.5472126,66.34631348,0.532800972,87.76029968,3.225000024,0,110,0.033,0.100000001,0.610000014,0.079000004,0.079000004,5,13.7
RO09364,6/17/2009,6,17,2009,OpenWater,33.34444,-79.26373,3040207,304020702,30402070208,3040207040030,3.5,0.003720263,0.009657746,5.47804E-05,0.003484905,0,22.63635826,3.631937027,0.627282977,0,0,2.683259964,0.18,0,23,0.239999995,0.439999998,0.889999986,0.056000002,0.056000002,11,7.92
RO09366,6/18/2009,6,18,2009,OpenWater,32.28147,-80.70106,3050208,305020806,30502080608,3050208090110,3,0.003259621,0.009047593,0,0.001874206,0,13.27000809,0,0.337357014,0,0,2.330872536,0.039999999,0,0,0,0,0.550000012,0.048999999,0.048999999,2.900000095,4.22
RO09367,6/19/2009,6,19,2009,OpenWater,32.53297,-80.57851,3050207,305020711,30502071101,3050208010060,4,0.00614072,0.014994599,0,0.003136806,0.000255759,28.01740456,0,0.564625025,0.023581,0,7.01367712,0.305000007,10,0,0.081,0.340000004,0.75,0.059999999,0.059999999,7.599999905,4.92
RO09368,7/4/2009,7,4,2009,OpenWater,32.79369,-79.92544,3050201,305020107,30502010707,3050201050020,4.5,0.014794573,0.026018612,0.008660837,0.010339716,0.00060256,52.14159393,137.2832184,1.861148953,0.055555999,0,13.55948734,0.474999994,479,110,0.035999998,0,0.430000007,0.063000001,0.063000001,3.5,5.17
RO09369,6/13/2009,6,13,2009,OpenWater,32.1499,-80.85226,3060110,306011003,30601100303,3050208110050,4.5,0.005122347,0.012327385,4.47941E-05,0.007957811,0.000420293,23.82226372,2.969850063,1.432405949,0.038750999,0,7.820941925,0.145000003,0,0,,0.25999999,0.579999983,0.072999999,0.072999999,3,8.84
RO09370,6/12/2009,6,12,2009,OpenWater,32.39547,-80.78335,3050208,305020806,30502080608,3050208090070,4,0.007299006,0.020418886,0,0.001400383,0,26.61089325,0,0.252068996,0,0,1.735593438,0.055,0,2,,0.180000007,0.389999986,0.059999999,0.059999999,3.700000048,6.83
RO09371,6/27/2009,6,27,2009,OpenWater,32.45694,-80.44892,3050207,305020711,30502071104,3050208010070,4,0.009469447,0.019547643,4.30063E-05,0.003840105,0.000280108,50.55783463,2.851315022,0.691218972,0.025826,0.041017,34.54364395,0.355000004,0,0,0.090999998,0.389999986,0.670000017,0.159999996,0.159999996,19,5.9
RO09372,7/4/2009,7,4,2009,OpenWater,32.94911,-79.91803,3050201,305020107,30502010705,3050201050010,1.5,0.042821545,0.069713823,0.026719984,0.028740456,0.016598938,147.6567078,600.9385376,5.173282146,0.751763999,0.114013001,85.87168884,5.810000181,0,23,0.059999999,0.159999996,0.49000001,0.035999998,0.035999998,4,4.02
RO09373,6/13/2009,6,13,2009,OpenWater,32.4888,-80.82304,3050208,305020806,30502080605,3050208090070,3.5,0.00375304,0.010646938,0,0.002669972,0,18.94708061,0,0.480594993,0,0,1.92065227,0.085000001,10,2,,0.170000002,0.469999999,0.044,0.044,4.800000191,7.78
RO09374,6/20/2009,6,20,2009,OpenWater,32.2905,-80.579,3050210,305021001,30502100102,3050208100060,3.5,0.005189796,0.012560122,0,0.0035396,0,19.70340347,0,0.637127995,0,0,2.474303722,0.080000002,0,2,0,,0.439999998,0.075000003,0.075000003,2.400000095,5.2
RO10375,6/24/2010,6,24,2010,OpenWater,32.52394,-80.35958,3050206,305020603,30502060307,3050205060070,3,0.01536719,0.032369193,0.007126669,0.007874717,0.004668799,20.5824585,71.85031128,1.417448997,0.228505999,0.706322968,2.667576075,0.060000001,10,17,0,0.319999993,0.319999993,0.061000001,0.061000001,,8.35
RO10376,6/28/2010,6,28,2010,OpenWater,32.93638,-79.62708,3050209,305020902,30502090202,3050202060030,5,0.01945284,0.057905659,0,0.00115335,0.001234783,99.87003326,0,0.207603008,0.113847002,0,31.4163208,2.680000067,0,0,0,0.200000003,0.200000003,0.119999997,0.119999997,,8.93
RO10377,7/10/2010,7,10,2010,OpenWater,32.19968,-80.79745,3060110,306011003,30601100301,3050208110030,3.5,0.013485326,0.022051707,0.009870124,0.008965844,0.00497836,43.05543137,109.9604111,1.613852024,0.243657991,0.753147006,7.171981335,0.114999998,10,0,0,0,0,0.039999999,0.039999999,,7.5
RO10378,7/10/2010,7,10,2010,OpenWater,32.50248,-80.64027,3050207,305020711,30502071102,3050208100010,4.5,0.010599774,0.031146204,0,0.002355772,0.001434588,53.2559166,0,0.424039006,0.132268995,0,6.825124741,0.574999988,10,2,0.024,0.230000004,0.254000008,0.093000002,0.093000002,,5.65
RO10379,6/23/2010,6,23,2010,OpenWater,32.6693,-80.12375,3050206,305020604,30502060404,3050205070040,4,0.025338016,0.047385957,0.010779705,0.012709461,0.038089562,97.868927,116.6260757,2.287703037,1.679409981,1.047029972,47.49816895,1.525000036,20,4,0,0.25,0.25,0.063000001,0.063000001,,9.95
RO10380,6/28/2010,6,28,2010,OpenWater,33.28366,-79.26726,3040207,304020702,30402070208,3040207040040,2,0.021743616,0.043549784,0.011167487,0.013413684,0.007428749,50.45825577,112.5893936,2.414463043,0.368461013,1.106806993,16.06781578,0.424999997,41,60,0.219999999,0.519999981,0.74000001,0.054000001,0.054000001,,12.35
RO10382,7/9/2010,7,9,2010,OpenWater,32.29031,-80.70082,3050208,305020806,30502080608,3050208090110,4,0.015504949,0.03237294,0.007314002,0.008470094,0.004791576,25.51849174,73.73897552,1.524616957,0.234515995,0.72489202,10.34859562,0.079999998,10,0,0,0,0,0.044,0.044,,5.12
RO10383,6/26/2010,6,26,2010,OpenWater,32.54392,-80.54202,3050207,305020707,30502070706,3050208010060,4,0.013701431,0.026848633,0.007380156,0.008021734,0.00504076,17.84236717,74.40592957,1.443912029,0.255616009,0.731446028,2.975365639,0.07,0,0,0,0.349999994,0.349999994,0.200000003,0.200000003,,16.27
RO10385,7/10/2010,7,10,2010,OpenWater,32.31814,-80.87542,3050208,305020806,30502080606,3050208090100,4,0.017264612,0.038585316,0.00682255,0.008035778,0.00446961,37.33111191,68.78421021,1.446439981,0.218758002,0.676181018,2.988877773,0.074999999,0,2,0,0.129999995,0.129999995,0.085000001,0.085000001,,7.42
RO10387,6/26/2010,6,26,2010,OpenWater,32.50706,-80.44339,3050207,305020710,30502071003,3050208040020,4,0.014059225,0.041984763,0,0.001090378,0.000226464,43.94973373,0,0.196268007,0.020880001,0,10.9180975,0.430000007,0,0,0,0.189999998,0.189999998,0.088,0.088,,13.07
RO10388,6/14/2010,6,14,2010,OpenWater,32.88671,-79.87637,3050201,305020104,30502010402,3050201080020,3,0.017949218,0.019106735,0.017937511,0.028337045,0.008201319,40.90005493,324.5644836,5.100667953,0.528769016,0.795275986,9.036468506,0.340000004,0,17,0.028000001,0.209999993,0.237999991,0.056000002,0.056000002,,6.2
RO10389,7/14/2010,7,14,2010,OpenWater,32.54809,-80.83512,3050208,305020806,30502080601,3050208090040,3,0.02815572,0.070143148,0.007342673,0.008517417,0.005309971,48.18645477,74.02803802,1.533135056,0.281500995,0.727730989,2.261978626,0.109999999,98,30,0,0.379999995,0.379999995,0.072999999,0.072999999,,5.57
RO10390,6/27/2010,6,27,2010,OpenWater,32.42197,-80.57256,3050207,305020711,30502071103,3050208100020,3.5,0.015613542,0.031387314,0.008800773,0.010315978,0.007297059,60.31430054,90.12989807,1.856876016,0.402233005,0.86977303,20.45477676,0.525000006,0,0,0,0.319999993,0.319999993,0.081,0.081,,10.77
RO10391,2/1/2010,2,1,2010,OpenWater,32.60892,-80.29443,3050206,305020604,30502060405,3050205070030,3.5,0.014268786,0.024252815,0.008800593,0.010337255,0.011841683,47.61473083,89.77783966,1.860705972,0.558520019,0.870371997,14.02846909,0.474999994,0,17,0,0.310000002,0.310000002,0.061999999,0.061999999,,10.45
RO10392,7/7/2010,7,7,2010,OpenWater,33.04564,-79.41651,3050209,305020901,30502090101,3050202060010,3.5,0.025594076,0.055300213,0.011031703,0.012313783,0.008065092,98.82866669,111.2204285,2.21648097,0.430982023,1.093350053,52.88314438,1.870000005,0,0,0,0.109999999,0.109999999,0.200000003,0.200000003,,10.88
RO11301,7/8/2011,7,8,2011,OpenWater,33.87485,-78.57129,3040208,304020803,30402080303,3040207020110,3,0.010661162,0.021045398,0.004581154,0.018027894,0.004960904,43.98468018,98.44307709,3.245021105,0.193325996,0.578548014,9.177485466,0.210000001,480.3333435,110,0.129999995,,0.910000026,0.050000001,0.083250001,,7.84
RO11302,7/6/2011,7,6,2011,OpenWater,32.27607,-80.72633,3050208,305020806,30502080607,3050208110010,3,0.004563696,0.013594288,0,0.000774389,0,24.03264618,0,0.139389992,0,0,2.823700905,0.064999999,0,0,0,0.879999995,0.879999995,0.050000001,0.065499999,,8.14
RO11303,6/21/2011,6,21,2011,OpenWater,32.43618,-80.60584,3050207,305020711,30502071103,3050208100010,4.5,0.010523552,0.030691352,0.000404727,0.001772989,0,60.18312454,12.3516016,0.31913799,0,0.022794999,24.81495094,0.49499999,5,50,0.021,0.219999999,0.329750001,0.092,0.084200002,,8.28
RO11304,6/21/2011,6,21,2011,OpenWater,32.56641,-80.59791,3050207,305020711,30502071101,3050208010060,3.5,0.013881355,0.040356942,0.000712719,0.001031622,0,71.38552856,27.86141586,0.185691997,0,0,22.05700302,1.770000041,10,2,0.086999997,0.129999995,0.392749995,0.129999995,0.111749999,,5.96
RO11305,7/7/2011,7,7,2011,OpenWater,32.3262,-80.78939,3050208,305020806,30502080606,3050208090110,4.5,0.00962683,0.030003624,0,0.001071711,0,42.51159286,0,0.192908004,0,0,6.86310339,0.130000003,2.5,0,0,0,0.159999996,0.140000001,0.096799999,,5.42
RO11306,7/6/2011,7,6,2011,OpenWater,32.29769,-80.69794,3050208,305020806,30502080608,3050208090110,3,0.00406718,0.011073066,0.000635478,0.000766567,0,20.85929298,12.90635681,0.137981996,0,0.029188,3.678756952,0.074999999,0,0,0,,0.239999995,0.400000006,0.094999999,,4.7
RO11307,6/16/2011,6,16,2011,OpenWater,32.51661,-80.6736,3050207,305020711,30502071102,3050208100010,4,0.004925231,0.014495919,0,0.002238206,0,26.77863884,0,0.402877003,0,0,4.141066074,0.09,6.666666508,0,0.119999997,,0.248500004,0.129999995,0.099250004,,8.14
RO11308,6/30/2011,6,30,2011,OpenWater,32.84475,-79.93279,3050201,305020107,30502010707,3050201050020,3,0.175423294,0.094203599,0.261465162,0.034193404,0.011644891,154.1750488,3916.111328,6.154812813,1.073658943,0.032458998,51.47278595,3.75999999,6.666666508,23,0.129999995,0.219999999,0.330000013,0.054000001,0.04975,,3.64
RO11309,7/7/2011,7,7,2011,OpenWater,32.37103,-80.77222,3050208,305020806,30502080608,3050208090110,4,0.009591075,0.028665639,0,0.000860689,0,37.36392593,0,0.154924005,0,0,3.683559418,0.059999999,0,0,0,1,0.5,0.449999988,0.202600002,,4.67
RO11310,6/21/2011,6,21,2011,OpenWater,32.38536,-80.48444,3050210,305021001,30502100101,3050208100060,3,0.014819795,0.034856044,0.001324088,0.00102555,0,79.95394135,29.47971344,0.184598997,0,0.0233,34.1553154,1.204999983,2.5,2,0,,0.231000006,0.067000002,0.076200001,,5.11
RO11311,7/7/2011,7,7,2011,OpenWater,33.17886,-79.39763,3050112,305011203,30501120303,3050112060020,5,0.005062678,0.018756667,0,0.000950206,0,30.84163284,0,0.171037003,0,0,2.948427677,0.320000008,,140,0,0.25,0.487749994,0.050000001,0.052000001,,23.83
